package,namespace_directive,func
htmltools,s3_methods,print.html
htmltools,s3_methods,print.html_dependency
htmltools,s3_methods,print.shiny.tag
htmltools,s3_methods,print.shiny.tag.list
purrr,export_methods,NA
purrr,export_classes,NA
purrr,export,%>%
purrr,export,%@%
purrr,export,%||%
purrr,export,accumulate
purrr,export,accumulate_right
purrr,export,array_branch
purrr,export,array_tree
purrr,export,as_function
purrr,export,as_mapper
purrr,export,as_vector
purrr,export,at_depth
purrr,export,attr_getter
purrr,export,auto_browse
purrr,export,compact
purrr,export,compose
purrr,export,cross
purrr,export,cross2
purrr,export,cross3
purrr,export,cross_d
purrr,export,cross_df
purrr,export,cross_n
purrr,export,detect
purrr,export,detect_index
purrr,export,discard
purrr,export,every
purrr,export,flatten
purrr,export,flatten_chr
purrr,export,flatten_dbl
purrr,export,flatten_df
purrr,export,flatten_dfc
purrr,export,flatten_dfr
purrr,export,flatten_int
purrr,export,flatten_lgl
purrr,export,has_element
purrr,export,head_while
purrr,export,imap
purrr,export,imap_chr
purrr,export,imap_dbl
purrr,export,imap_dfc
purrr,export,imap_dfr
purrr,export,imap_int
purrr,export,imap_lgl
purrr,export,invoke
purrr,export,invoke_map
purrr,export,invoke_map_chr
purrr,export,invoke_map_dbl
purrr,export,invoke_map_df
purrr,export,invoke_map_dfc
purrr,export,invoke_map_dfr
purrr,export,invoke_map_int
purrr,export,invoke_map_lgl
purrr,export,is_atomic
purrr,export,is_bare_atomic
purrr,export,is_bare_character
purrr,export,is_bare_double
purrr,export,is_bare_integer
purrr,export,is_bare_list
purrr,export,is_bare_logical
purrr,export,is_bare_numeric
purrr,export,is_bare_vector
purrr,export,is_character
purrr,export,is_double
purrr,export,is_empty
purrr,export,is_formula
purrr,export,is_function
purrr,export,is_integer
purrr,export,is_list
purrr,export,is_logical
purrr,export,is_null
purrr,export,is_numeric
purrr,export,is_scalar_atomic
purrr,export,is_scalar_character
purrr,export,is_scalar_double
purrr,export,is_scalar_integer
purrr,export,is_scalar_list
purrr,export,is_scalar_logical
purrr,export,is_scalar_numeric
purrr,export,is_scalar_vector
purrr,export,is_vector
purrr,export,iwalk
purrr,export,keep
purrr,export,lift
purrr,export,lift_dl
purrr,export,lift_dv
purrr,export,lift_ld
purrr,export,lift_lv
purrr,export,lift_vd
purrr,export,lift_vl
purrr,export,list_along
purrr,export,list_merge
purrr,export,list_modify
purrr,export,lmap
purrr,export,lmap_at
purrr,export,lmap_if
purrr,export,map
purrr,export,map2
purrr,export,map2_chr
purrr,export,map2_dbl
purrr,export,map2_df
purrr,export,map2_dfc
purrr,export,map2_dfr
purrr,export,map2_int
purrr,export,map2_lgl
purrr,export,map_at
purrr,export,map_call
purrr,export,map_chr
purrr,export,map_dbl
purrr,export,map_df
purrr,export,map_dfc
purrr,export,map_dfr
purrr,export,map_if
purrr,export,map_int
purrr,export,map_lgl
purrr,export,modify
purrr,export,modify_at
purrr,export,modify_depth
purrr,export,modify_if
purrr,export,negate
purrr,export,partial
purrr,export,pluck
purrr,export,pmap
purrr,export,pmap_chr
purrr,export,pmap_dbl
purrr,export,pmap_df
purrr,export,pmap_dfc
purrr,export,pmap_dfr
purrr,export,pmap_int
purrr,export,pmap_lgl
purrr,export,possibly
purrr,export,prepend
purrr,export,pwalk
purrr,export,quietly
purrr,export,rbernoulli
purrr,export,rdunif
purrr,export,reduce
purrr,export,reduce2
purrr,export,reduce2_right
purrr,export,reduce_right
purrr,export,rep_along
purrr,export,rerun
purrr,export,safely
purrr,export,set_names
purrr,export,simplify
purrr,export,simplify_all
purrr,export,some
purrr,export,splice
purrr,export,tail_while
purrr,export,transpose
purrr,export,update_list
purrr,export,vec_depth
purrr,export,walk
purrr,export,walk2
purrr,export,when
purrr,s3_methods,as_mapper.character
purrr,s3_methods,as_mapper.default
purrr,s3_methods,as_mapper.list
purrr,s3_methods,as_mapper.numeric
purrr,s3_methods,modify.default
purrr,s3_methods,modify_at.default
purrr,s3_methods,modify_depth.default
purrr,s3_methods,modify_if.default
gtable,export_methods,NA
gtable,export_classes,NA
gtable,export,gtable
gtable,export,gtable_add_col_space
gtable,export,gtable_add_cols
gtable,export,gtable_add_grob
gtable,export,gtable_add_padding
gtable,export,gtable_add_row_space
gtable,export,gtable_add_rows
gtable,export,gtable_col
gtable,export,gtable_col_spacer
gtable,export,gtable_filter
gtable,export,gtable_height
gtable,export,gtable_matrix
gtable,export,gtable_row
gtable,export,gtable_row_spacer
gtable,export,gtable_show_layout
gtable,export,gtable_trim
gtable,export,gtable_width
gtable,export,is.gtable
gtable,s3_methods,[.gtable
gtable,s3_methods,dimnames<-.gtable
gtable,s3_methods,cbind.gtable
gtable,s3_methods,dim.gtable
gtable,s3_methods,dimnames.gtable
gtable,s3_methods,heightDetails.gtable
gtable,s3_methods,length.gtable
gtable,s3_methods,makeContent.gtable
gtable,s3_methods,makeContext.gTableChild
gtable,s3_methods,makeContext.gtable
gtable,s3_methods,plot.gtable
gtable,s3_methods,print.gtable
gtable,s3_methods,rbind.gtable
gtable,s3_methods,t.gtable
gtable,s3_methods,widthDetails.gtable
labeling,export_methods,NA
labeling,export_classes,NA
labeling,export,heckbert
labeling,export,wilkinson
labeling,export,extended
labeling,export,extended.figures
labeling,export,nelder
labeling,export,rpretty
labeling,export,matplotlib
labeling,export,gnuplot
labeling,export,sparks
labeling,export,thayer
labeling,s3_methods,NA
openssl,export_methods,NA
openssl,export_classes,NA
openssl,export,aes_cbc_decrypt
openssl,export,aes_cbc_encrypt
openssl,export,aes_ctr_decrypt
openssl,export,aes_ctr_encrypt
openssl,export,aes_gcm_decrypt
openssl,export,aes_gcm_encrypt
openssl,export,aes_keygen
openssl,export,askpass
openssl,export,base64_decode
openssl,export,base64_encode
openssl,export,bignum
openssl,export,bignum_mod_exp
openssl,export,bignum_mod_inv
openssl,export,blake2b
openssl,export,blake2s
openssl,export,ca_bundle
openssl,export,cert_verify
openssl,export,decrypt_envelope
openssl,export,download_ssl_cert
openssl,export,dsa_keygen
openssl,export,ec_dh
openssl,export,ec_keygen
openssl,export,encrypt_envelope
openssl,export,fingerprint
openssl,export,md4
openssl,export,md5
openssl,export,my_key
openssl,export,my_pubkey
openssl,export,openssl_config
openssl,export,rand_bytes
openssl,export,rand_num
openssl,export,read_cert
openssl,export,read_cert_bundle
openssl,export,read_key
openssl,export,read_p12
openssl,export,read_p7b
openssl,export,read_pem
openssl,export,read_pubkey
openssl,export,ripemd160
openssl,export,rsa_decrypt
openssl,export,rsa_encrypt
openssl,export,rsa_keygen
openssl,export,sha1
openssl,export,sha2
openssl,export,sha224
openssl,export,sha256
openssl,export,sha384
openssl,export,sha512
openssl,export,signature_create
openssl,export,signature_verify
openssl,export,write_der
openssl,export,write_p12
openssl,export,write_p7b
openssl,export,write_pem
openssl,export,write_pkcs1
openssl,export,write_ssh
openssl,s3_methods,!=.bignum
openssl,s3_methods,$.cert
openssl,s3_methods,$.key
openssl,s3_methods,$.pubkey
openssl,s3_methods,$<-.cert
openssl,s3_methods,$<-.key
openssl,s3_methods,$<-.pubkey
openssl,s3_methods,%%.bignum
openssl,s3_methods,%/%.bignum
openssl,s3_methods,*.bignum
openssl,s3_methods,+.bignum
openssl,s3_methods,-.bignum
openssl,s3_methods,/.bignum
openssl,s3_methods,<.bignum
openssl,s3_methods,<=.bignum
openssl,s3_methods,==.bignum
openssl,s3_methods,>.bignum
openssl,s3_methods,>=.bignum
openssl,s3_methods,[.cert
openssl,s3_methods,[.key
openssl,s3_methods,[.pubkey
openssl,s3_methods,[<-.cert
openssl,s3_methods,[<-.key
openssl,s3_methods,[<-.pubkey
openssl,s3_methods,[[.cert
openssl,s3_methods,[[.key
openssl,s3_methods,[[.pubkey
openssl,s3_methods,[[<-.cert
openssl,s3_methods,[[<-.key
openssl,s3_methods,[[<-.pubkey
openssl,s3_methods,^.bignum
openssl,s3_methods,.DollarNames.cert
openssl,s3_methods,.DollarNames.key
openssl,s3_methods,.DollarNames.pubkey
openssl,s3_methods,as.character.bignum
openssl,s3_methods,as.character.hash
openssl,s3_methods,as.double.bignum
openssl,s3_methods,as.environment.cert
openssl,s3_methods,as.environment.key
openssl,s3_methods,as.environment.pubkey
openssl,s3_methods,as.integer.bignum
openssl,s3_methods,as.list.cert
openssl,s3_methods,as.list.key
openssl,s3_methods,as.list.pubkey
openssl,s3_methods,fingerprint.key
openssl,s3_methods,fingerprint.pubkey
openssl,s3_methods,names.cert
openssl,s3_methods,names.key
openssl,s3_methods,names.pubkey
openssl,s3_methods,print.bignum
openssl,s3_methods,print.bytes
openssl,s3_methods,print.cert
openssl,s3_methods,print.hash
openssl,s3_methods,print.key
openssl,s3_methods,print.pubkey
openssl,s3_methods,str.cert
openssl,s3_methods,str.key
openssl,s3_methods,str.pubkey
evaluate,export_methods,NA
evaluate,export_classes,NA
evaluate,export,create_traceback
evaluate,export,evaluate
evaluate,export,flush_console
evaluate,export,inject_funs
evaluate,export,is.error
evaluate,export,is.message
evaluate,export,is.recordedplot
evaluate,export,is.source
evaluate,export,is.value
evaluate,export,is.warning
evaluate,export,new_output_handler
evaluate,export,parse_all
evaluate,export,replay
evaluate,export,set_hooks
evaluate,export,try_capture_stack
evaluate,s3_methods,parse_all.function
evaluate,s3_methods,parse_all.call
evaluate,s3_methods,parse_all.character
evaluate,s3_methods,parse_all.connection
evaluate,s3_methods,parse_all.default
evaluate,s3_methods,replay.character
evaluate,s3_methods,replay.default
evaluate,s3_methods,replay.error
evaluate,s3_methods,replay.list
evaluate,s3_methods,replay.message
evaluate,s3_methods,replay.recordedplot
evaluate,s3_methods,replay.source
evaluate,s3_methods,replay.value
evaluate,s3_methods,replay.warning
tidyr,export_methods,NA
tidyr,export_classes,NA
tidyr,export,%>%
tidyr,export,complete
tidyr,export,complete_
tidyr,export,crossing
tidyr,export,crossing_
tidyr,export,drop_na
tidyr,export,drop_na_
tidyr,export,expand
tidyr,export,expand_
tidyr,export,extract
tidyr,export,extract_
tidyr,export,extract_numeric
tidyr,export,fill
tidyr,export,fill_
tidyr,export,full_seq
tidyr,export,gather
tidyr,export,gather_
tidyr,export,nest
tidyr,export,nest_
tidyr,export,nesting
tidyr,export,nesting_
tidyr,export,replace_na
tidyr,export,separate
tidyr,export,separate_
tidyr,export,separate_rows
tidyr,export,separate_rows_
tidyr,export,spread
tidyr,export,spread_
tidyr,export,uncount
tidyr,export,unite
tidyr,export,unite_
tidyr,export,unnest
tidyr,export,unnest_
tidyr,s3_methods,complete.data.frame
tidyr,s3_methods,complete.default
tidyr,s3_methods,complete_.data.frame
tidyr,s3_methods,drop_na.data.frame
tidyr,s3_methods,drop_na.default
tidyr,s3_methods,drop_na_.data.frame
tidyr,s3_methods,expand.data.frame
tidyr,s3_methods,expand.default
tidyr,s3_methods,expand.grouped_df
tidyr,s3_methods,expand_.data.frame
tidyr,s3_methods,extract.data.frame
tidyr,s3_methods,extract.default
tidyr,s3_methods,extract_.data.frame
tidyr,s3_methods,fill.data.frame
tidyr,s3_methods,fill.default
tidyr,s3_methods,fill.grouped_df
tidyr,s3_methods,fill_.data.frame
tidyr,s3_methods,full_seq.Date
tidyr,s3_methods,full_seq.POSIXct
tidyr,s3_methods,full_seq.numeric
tidyr,s3_methods,gather.data.frame
tidyr,s3_methods,gather.default
tidyr,s3_methods,gather_.data.frame
tidyr,s3_methods,nest.data.frame
tidyr,s3_methods,nest.default
tidyr,s3_methods,nest_.data.frame
tidyr,s3_methods,replace_na.data.frame
tidyr,s3_methods,replace_na.default
tidyr,s3_methods,separate.data.frame
tidyr,s3_methods,separate.default
tidyr,s3_methods,separate_.data.frame
tidyr,s3_methods,separate_rows.data.frame
tidyr,s3_methods,separate_rows.default
tidyr,s3_methods,separate_rows_.data.frame
tidyr,s3_methods,spread.data.frame
tidyr,s3_methods,spread.default
tidyr,s3_methods,spread_.data.frame
tidyr,s3_methods,unite.data.frame
tidyr,s3_methods,unite.default
tidyr,s3_methods,unite_.data.frame
tidyr,s3_methods,unnest.data.frame
tidyr,s3_methods,unnest.default
tidyr,s3_methods,unnest_.data.frame
bindr,export_methods,NA
bindr,export_classes,NA
bindr,export,create_env
bindr,export,populate_env
bindr,s3_methods,NA
tidyselect,export_methods,NA
tidyselect,export_classes,NA
tidyselect,export,contains
tidyselect,export,ends_with
tidyselect,export,enquo
tidyselect,export,everything
tidyselect,export,last_col
tidyselect,export,matches
tidyselect,export,num_range
tidyselect,export,one_of
tidyselect,export,peek_vars
tidyselect,export,poke_vars
tidyselect,export,quo
tidyselect,export,quo_name
tidyselect,export,quos
tidyselect,export,scoped_vars
tidyselect,export,starts_with
tidyselect,export,vars_pull
tidyselect,export,vars_rename
tidyselect,export,vars_select
tidyselect,export,vars_select_helpers
tidyselect,export,with_vars
tidyselect,s3_methods,NA
dichromat,export_methods,NA
dichromat,export_classes,NA
dichromat,export,dichromat
dichromat,export,colorschemes
dichromat,s3_methods,NA
devtools,export_methods,NA
devtools,export_classes,NA
devtools,export,RCMD
devtools,export,add_path
devtools,export,as.package
devtools,export,bash
devtools,export,build
devtools,export,build_github_devtools
devtools,export,build_vignettes
devtools,export,build_win
devtools,export,check
devtools,export,check_built
devtools,export,check_cran
devtools,export,check_failures
devtools,export,check_man
devtools,export,clean_dll
devtools,export,clean_source
devtools,export,clean_vignettes
devtools,export,compile_dll
devtools,export,compiler_flags
devtools,export,create
devtools,export,create_description
devtools,export,dev_example
devtools,export,dev_help
devtools,export,dev_meta
devtools,export,dev_mode
devtools,export,dev_package_deps
devtools,export,dev_packages
devtools,export,devtest
devtools,export,document
devtools,export,dr_devtools
devtools,export,dr_github
devtools,export,eval_clean
devtools,export,evalq_clean
devtools,export,find_rtools
devtools,export,find_topic
devtools,export,get_path
devtools,export,github_pat
devtools,export,github_pull
devtools,export,github_release
devtools,export,has_devel
devtools,export,has_tests
devtools,export,imports_env
devtools,export,in_dir
devtools,export,inst
devtools,export,install
devtools,export,install_bioc
devtools,export,install_bitbucket
devtools,export,install_cran
devtools,export,install_deps
devtools,export,install_dev_deps
devtools,export,install_git
devtools,export,install_github
devtools,export,install_local
devtools,export,install_svn
devtools,export,install_url
devtools,export,install_version
devtools,export,is.package
devtools,export,lint
devtools,export,load_all
devtools,export,load_code
devtools,export,load_data
devtools,export,load_dll
devtools,export,loaded_packages
devtools,export,missing_s3
devtools,export,ns_env
devtools,export,on_path
devtools,export,package_deps
devtools,export,package_file
devtools,export,parse_deps
devtools,export,parse_ns_file
devtools,export,pkg_env
devtools,export,r_env_vars
devtools,export,release
devtools,export,release_checks
devtools,export,reload
devtools,export,revdep
devtools,export,revdep_check
devtools,export,revdep_check_print_problems
devtools,export,revdep_check_reset
devtools,export,revdep_check_resume
devtools,export,revdep_check_save_summary
devtools,export,revdep_email
devtools,export,revdep_maintainers
devtools,export,run_examples
devtools,export,session_info
devtools,export,set_path
devtools,export,setup
devtools,export,setup_rtools
devtools,export,show_news
devtools,export,source_gist
devtools,export,source_url
devtools,export,spell_check
devtools,export,submit_cran
devtools,export,system_check
devtools,export,system_output
devtools,export,test
devtools,export,uninstall
devtools,export,unload
devtools,export,update_packages
devtools,export,use_appveyor
devtools,export,use_build_ignore
devtools,export,use_code_of_conduct
devtools,export,use_coverage
devtools,export,use_cran_badge
devtools,export,use_cran_comments
devtools,export,use_data
devtools,export,use_data_raw
devtools,export,use_dev_version
devtools,export,use_git
devtools,export,use_git_hook
devtools,export,use_github
devtools,export,use_github_links
devtools,export,use_gpl3_license
devtools,export,use_mit_license
devtools,export,use_news_md
devtools,export,use_package
devtools,export,use_package_doc
devtools,export,use_rcpp
devtools,export,use_readme_md
devtools,export,use_readme_rmd
devtools,export,use_revdep
devtools,export,use_rstudio
devtools,export,use_test
devtools,export,use_testthat
devtools,export,use_travis
devtools,export,use_vignette
devtools,export,uses_testthat
devtools,export,wd
devtools,export,with_collate
devtools,export,with_debug
devtools,export,with_envvar
devtools,export,with_lib
devtools,export,with_libpaths
devtools,export,with_locale
devtools,export,with_makevars
devtools,export,with_options
devtools,export,with_par
devtools,export,with_path
devtools,s3_methods,[.remotes
devtools,s3_methods,as.character.quietError
devtools,s3_methods,format.bitbucket_remote
devtools,s3_methods,format.check_results
devtools,s3_methods,format.cran_remote
devtools,s3_methods,format.git_remote
devtools,s3_methods,format.github_remote
devtools,s3_methods,format.local_remote
devtools,s3_methods,format.remotes
devtools,s3_methods,format.revdep_check_result
devtools,s3_methods,format.url_remote
devtools,s3_methods,github_resolve_ref.NULL
devtools,s3_methods,github_resolve_ref.default
devtools,s3_methods,github_resolve_ref.github_pull
devtools,s3_methods,github_resolve_ref.github_release
devtools,s3_methods,print.check_results
devtools,s3_methods,print.doctor
devtools,s3_methods,print.maintainers
devtools,s3_methods,print.package_deps
devtools,s3_methods,print.packages_info
devtools,s3_methods,print.platform_info
devtools,s3_methods,print.revdep_check_result
devtools,s3_methods,print.session_info
devtools,s3_methods,print.spellcheck
devtools,s3_methods,remote_download.bioc_remote
devtools,s3_methods,remote_download.bitbucket_remote
devtools,s3_methods,remote_download.cran_remote
devtools,s3_methods,remote_download.git_remote
devtools,s3_methods,remote_download.github_remote
devtools,s3_methods,remote_download.local_remote
devtools,s3_methods,remote_download.svn_remote
devtools,s3_methods,remote_download.url_remote
devtools,s3_methods,remote_metadata.bioc_remote
devtools,s3_methods,remote_metadata.bitbucket_remote
devtools,s3_methods,remote_metadata.cran_remote
devtools,s3_methods,remote_metadata.git_remote
devtools,s3_methods,remote_metadata.github_remote
devtools,s3_methods,remote_metadata.local_remote
devtools,s3_methods,remote_metadata.package
devtools,s3_methods,remote_metadata.svn_remote
devtools,s3_methods,remote_metadata.url_remote
devtools,s3_methods,remote_package_name.bioc_remote
devtools,s3_methods,remote_package_name.bitbucket_remote
devtools,s3_methods,remote_package_name.cran_remote
devtools,s3_methods,remote_package_name.git_remote
devtools,s3_methods,remote_package_name.github_remote
devtools,s3_methods,remote_package_name.local_remote
devtools,s3_methods,remote_package_name.svn_remote
devtools,s3_methods,remote_package_name.url_remote
devtools,s3_methods,remote_sha.bioc_remote
devtools,s3_methods,remote_sha.bitbucket_remote
devtools,s3_methods,remote_sha.cran_remote
devtools,s3_methods,remote_sha.git_remote
devtools,s3_methods,remote_sha.github_remote
devtools,s3_methods,remote_sha.local_remote
devtools,s3_methods,remote_sha.svn_remote
devtools,s3_methods,remote_sha.url_remote
devtools,s3_methods,replay_stop.default
devtools,s3_methods,replay_stop.error
devtools,s3_methods,replay_stop.list
devtools,s3_methods,update.package_deps
httr,export_methods,NA
httr,export_classes,NA
httr,export,BROWSE
httr,export,DELETE
httr,export,GET
httr,export,HEAD
httr,export,PATCH
httr,export,POST
httr,export,PUT
httr,export,RETRY
httr,export,Token
httr,export,Token1.0
httr,export,Token2.0
httr,export,TokenServiceAccount
httr,export,VERB
httr,export,accept
httr,export,accept_json
httr,export,accept_xml
httr,export,add_headers
httr,export,authenticate
httr,export,build_url
httr,export,cache_info
httr,export,config
httr,export,content
httr,export,content_type
httr,export,content_type_json
httr,export,content_type_xml
httr,export,cookies
httr,export,curl_docs
httr,export,get_callback
httr,export,guess_media
httr,export,handle
httr,export,handle_find
httr,export,handle_reset
httr,export,has_content
httr,export,headers
httr,export,hmac_sha1
httr,export,http_condition
httr,export,http_date
httr,export,http_error
httr,export,http_status
httr,export,http_type
httr,export,httr_dr
httr,export,httr_options
httr,export,init_oauth1.0
httr,export,init_oauth2.0
httr,export,insensitive
httr,export,message_for_status
httr,export,modify_url
httr,export,oauth1.0_token
httr,export,oauth2.0_access_token
httr,export,oauth2.0_authorize_url
httr,export,oauth2.0_token
httr,export,oauth_app
httr,export,oauth_callback
httr,export,oauth_endpoint
httr,export,oauth_endpoints
httr,export,oauth_exchanger
httr,export,oauth_header
httr,export,oauth_listener
httr,export,oauth_service_token
httr,export,oauth_signature
httr,export,parse_http_date
httr,export,parse_media
httr,export,parse_url
httr,export,parsed_content
httr,export,progress
httr,export,rerequest
httr,export,reset_config
httr,export,revoke_all
httr,export,set_callback
httr,export,set_config
httr,export,set_cookies
httr,export,sha1_hash
httr,export,sign_oauth1.0
httr,export,sign_oauth2.0
httr,export,status_code
httr,export,stop_for_status
httr,export,text_content
httr,export,timeout
httr,export,upload_file
httr,export,url_ok
httr,export,url_success
httr,export,use_proxy
httr,export,user_agent
httr,export,verbose
httr,export,warn_for_status
httr,export,with_config
httr,export,with_verbose
httr,export,write_disk
httr,export,write_function
httr,export,write_memory
httr,export,write_stream
httr,s3_methods,$.insensitive
httr,s3_methods,[.insensitive
httr,s3_methods,[[.insensitive
httr,s3_methods,as.character.form_file
httr,s3_methods,as.character.response
httr,s3_methods,as_field.default
httr,s3_methods,as_field.logical
httr,s3_methods,as_field.numeric
httr,s3_methods,c.request
httr,s3_methods,cookies.handle
httr,s3_methods,cookies.response
httr,s3_methods,headers.response
httr,s3_methods,http_error.character
httr,s3_methods,http_error.integer
httr,s3_methods,http_error.response
httr,s3_methods,print.cache_info
httr,s3_methods,print.handle
httr,s3_methods,print.oauth_app
httr,s3_methods,print.oauth_endpoint
httr,s3_methods,print.opts_list
httr,s3_methods,print.request
httr,s3_methods,print.response
httr,s3_methods,status_code.numeric
httr,s3_methods,status_code.response
markdown,export_methods,NA
markdown,export_classes,NA
markdown,export,markdownExtensions
markdown,export,markdownHTMLOptions
markdown,export,markdownToHTML
markdown,export,registeredRenderers
markdown,export,renderMarkdown
markdown,export,rendererExists
markdown,export,rendererOutputType
markdown,export,rpubsUpload
markdown,export,smartypants
markdown,s3_methods,NA
backports,export_methods,NA
backports,export_classes,NA
backports,export,import
backports,export,anyNA
backports,export,dir.exists
backports,export,file.info
backports,export,file.mode
backports,export,file.mtime
backports,export,file.size
backports,export,get0
backports,export,lengths
backports,export,trimws
backports,export,endsWith
backports,export,startsWith
backports,export,strrep
backports,export,.valid.factor
backports,export,hasName
backports,export,...elt
backports,export,...length
backports,export,isFALSE
backports,s3_methods,NA
withr,export_methods,NA
withr,export_classes,NA
withr,export,defer
withr,export,defer_parent
withr,export,local_
withr,export,local_bmp
withr,export,local_cairo_pdf
withr,export,local_cairo_ps
withr,export,local_collate
withr,export,local_connection
withr,export,local_db_connection
withr,export,local_dir
withr,export,local_environment
withr,export,local_envvar
withr,export,local_file
withr,export,local_jpeg
withr,export,local_libpaths
withr,export,local_locale
withr,export,local_message_sink
withr,export,local_namespace
withr,export,local_options
withr,export,local_output_sink
withr,export,local_package
withr,export,local_par
withr,export,local_path
withr,export,local_pdf
withr,export,local_png
withr,export,local_postscript
withr,export,local_svg
withr,export,local_temp_libpaths
withr,export,local_tempfile
withr,export,local_tiff
withr,export,local_xfig
withr,export,set_makevars
withr,export,with_
withr,export,with_bmp
withr,export,with_cairo_pdf
withr,export,with_cairo_ps
withr,export,with_collate
withr,export,with_connection
withr,export,with_db_connection
withr,export,with_dir
withr,export,with_environment
withr,export,with_envvar
withr,export,with_file
withr,export,with_jpeg
withr,export,with_libpaths
withr,export,with_locale
withr,export,with_makevars
withr,export,with_message_sink
withr,export,with_namespace
withr,export,with_options
withr,export,with_output_sink
withr,export,with_package
withr,export,with_par
withr,export,with_path
withr,export,with_pdf
withr,export,with_png
withr,export,with_postscript
withr,export,with_preserve_seed
withr,export,with_seed
withr,export,with_svg
withr,export,with_temp_libpaths
withr,export,with_tempfile
withr,export,with_tiff
withr,export,with_xfig
withr,s3_methods,NA
lubridate,export_methods,$
lubridate,export_methods,$<-
lubridate,export_methods,%%
lubridate,export_methods,%/%
lubridate,export_methods,%m+%
lubridate,export_methods,%m-%
lubridate,export_methods,*
lubridate,export_methods,+
lubridate,export_methods,-
lubridate,export_methods,/
lubridate,export_methods,[
lubridate,export_methods,[<-
lubridate,export_methods,[[
lubridate,export_methods,[[<-
lubridate,export_methods,date<-
lubridate,export_methods,day<-
lubridate,export_methods,hour<-
lubridate,export_methods,minute<-
lubridate,export_methods,month<-
lubridate,export_methods,second<-
lubridate,export_methods,year<-
lubridate,export_methods,Arith
lubridate,export_methods,Compare
lubridate,export_methods,as.character
lubridate,export_methods,as.difftime
lubridate,export_methods,as.interval
lubridate,export_methods,as.numeric
lubridate,export_methods,as_date
lubridate,export_methods,as_datetime
lubridate,export_methods,c
lubridate,export_methods,intersect
lubridate,export_methods,reclass_timespan
lubridate,export_methods,rep
lubridate,export_methods,setdiff
lubridate,export_methods,show
lubridate,export_methods,union
lubridate,export_classes,Duration
lubridate,export_classes,Interval
lubridate,export_classes,Period
lubridate,export_classes,Timespan
lubridate,export,%--%
lubridate,export,%m+%
lubridate,export,%m-%
lubridate,export,%within%
lubridate,export,date<-
lubridate,export,day<-
lubridate,export,hour<-
lubridate,export,int_end<-
lubridate,export,int_start<-
lubridate,export,mday<-
lubridate,export,minute<-
lubridate,export,month<-
lubridate,export,qday<-
lubridate,export,second<-
lubridate,export,tz<-
lubridate,export,wday<-
lubridate,export,week<-
lubridate,export,yday<-
lubridate,export,year<-
lubridate,export,add_with_rollback
lubridate,export,am
lubridate,export,as.difftime
lubridate,export,as.duration
lubridate,export,as.interval
lubridate,export,as.period
lubridate,export,as_date
lubridate,export,as_datetime
lubridate,export,ceiling_date
lubridate,export,date
lubridate,export,date_decimal
lubridate,export,day
lubridate,export,days
lubridate,export,days_in_month
lubridate,export,ddays
lubridate,export,decimal_date
lubridate,export,dhours
lubridate,export,dmicroseconds
lubridate,export,dmilliseconds
lubridate,export,dminutes
lubridate,export,dmy
lubridate,export,dmy_h
lubridate,export,dmy_hm
lubridate,export,dmy_hms
lubridate,export,dnanoseconds
lubridate,export,dpicoseconds
lubridate,export,dseconds
lubridate,export,dst
lubridate,export,duration
lubridate,export,dweeks
lubridate,export,dyears
lubridate,export,dym
lubridate,export,edays
lubridate,export,ehours
lubridate,export,emicroseconds
lubridate,export,emilliseconds
lubridate,export,eminutes
lubridate,export,enanoseconds
lubridate,export,epicoseconds
lubridate,export,epiweek
lubridate,export,epiyear
lubridate,export,eseconds
lubridate,export,eweeks
lubridate,export,eyears
lubridate,export,fast_strptime
lubridate,export,fit_to_timeline
lubridate,export,floor_date
lubridate,export,force_tz
lubridate,export,force_tzs
lubridate,export,guess_formats
lubridate,export,here
lubridate,export,hm
lubridate,export,hms
lubridate,export,hour
lubridate,export,hours
lubridate,export,int_aligns
lubridate,export,int_diff
lubridate,export,int_end
lubridate,export,int_flip
lubridate,export,int_length
lubridate,export,int_overlaps
lubridate,export,int_shift
lubridate,export,int_standardize
lubridate,export,int_start
lubridate,export,intersect
lubridate,export,interval
lubridate,export,is.Date
lubridate,export,is.POSIXct
lubridate,export,is.POSIXlt
lubridate,export,is.POSIXt
lubridate,export,is.difftime
lubridate,export,is.duration
lubridate,export,is.instant
lubridate,export,is.interval
lubridate,export,is.period
lubridate,export,is.timepoint
lubridate,export,is.timespan
lubridate,export,isoweek
lubridate,export,isoyear
lubridate,export,leap_year
lubridate,export,local_time
lubridate,export,make_date
lubridate,export,make_datetime
lubridate,export,make_difftime
lubridate,export,mday
lubridate,export,mdy
lubridate,export,mdy_h
lubridate,export,mdy_hm
lubridate,export,mdy_hms
lubridate,export,microseconds
lubridate,export,milliseconds
lubridate,export,minute
lubridate,export,minutes
lubridate,export,month
lubridate,export,ms
lubridate,export,myd
lubridate,export,nanoseconds
lubridate,export,new_difftime
lubridate,export,new_duration
lubridate,export,new_interval
lubridate,export,new_period
lubridate,export,now
lubridate,export,olson_time_zones
lubridate,export,origin
lubridate,export,parse_date_time
lubridate,export,parse_date_time2
lubridate,export,period
lubridate,export,period_to_seconds
lubridate,export,picoseconds
lubridate,export,pm
lubridate,export,pretty_dates
lubridate,export,qday
lubridate,export,quarter
lubridate,export,reclass_date
lubridate,export,reclass_timespan
lubridate,export,rollback
lubridate,export,round_date
lubridate,export,second
